symbol-bse,company-full-name
JOHNPHARMA,JOHNSON PHARMACARE LIMITED
JOINDRE,JOINDRE CAPITAL SERVICES LTD.
JOINTECAED,JOINTECA EDUCATION SOLUTIONS L
JOJO,JOJO LIMITED
JOLYPLS,JOLLY PLASTIC INDUSTRIES LTD.
JONJUA,JONJUA OVERSEAS LIMITED
JOSTS,JOSTS ENGINEERING CO.LTD.
JPTSEC,JPT SECURITIES LTD.
JSLINDL,JSL INDUSTRIES LTD.
JSWCEMENT,JSW CEMENT LIMITED
JSWDULUX,JSW DULUX LIMITED
JSWENERGY,JSW ENERGY LTD
JSWHL,JSW HOLDINGS LIMITED
JSWINFRA,JSW INFRASTRUCTURE LIMITED
JSWSTEEL,JSW STEEL LTD.
JTEKTINDIA,JTEKT INDIA LTD
JTLIND,JTL INDUSTRIES LIMITED
JUBLCPL,JUBILANT AGRI AND CONSUMER PRO
JUBLFOOD,JUBILANT FOODWORKS LTD
JUBLINGREA,JUBILANT INGREVIA LIMITED
JUBLPHARMA,JUBILANT PHARMOVA LIMITED
JULIEN,JULIEN AGRO INFRATECH LIMITED
JUMBO,JUMBO BAG LTD.
JUMBFNL,JUMBO FINANCE LTD.
JUNGLECAMP,JUNGLE CAMPS INDIA LIMITED
JUNIPER,JUNIPER HOTELS LIMITED
JPTRLES,JUPITER INDUSTRIES & LEASING L
JUPITERIN,JUPITER INFOMEDIA LTD.
JLHL,JUPITER LIFE LINE HOSPITALS LI
JWL,JUPITER WAGONS LIMITED
JUSTDIAL,JUST DIAL LTD.
JUSTO,JUSTO REALFINTECH LIMITED
JYOTIN,JYOT INTERNATIONAL MARKETING L
JYOTHYLAB,JYOTHY LABS LIMITED
JYOTICNC,JYOTI CNC AUTOMATION LIMITED
JYOTI,JYOTI LTD.
JYOTIOVR,JYOTI OVERSEAS LTD.
JYOTIRES,JYOTI RESINS & ADHESIVES LTD.
JYOTISTRUC,JYOTI STRUCTURES LTD.
JEL,JYOTIRGAMYA ENTERPRISES LIMITE
KKSILK,K K SILK MILLS LIMITED
KRRAIL,K&R RAIL ENGINEERING LIMITED
KLIFESTYL,K-LIFESTYLE & INDUSTRIES LIMIT
KVTOYS,K. V. TOYS INDIA LIMITED
KCP,K.C.P.LTD.
KMSUGAR,K.M.SUGAR MILLS LTD.
KPEL,K.P. ENERGY LIMITED
KPRMILL,K.P.R.MILL LIMITED
KSOILS,K.S.OILS LTD.
KZLFIN,K.Z.LEASING & FINANCE LTD.
KAARYAFSL,KAARYA FACILITIES AND SERVICES
KCL,KABRA COMMERCIAL LIMITED
KABRADG,KABRA DRUGS LTD.
KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.
KABSON,KABSONS INDUSTRIES LTD.
KACHCHH,KACHCHH MINERALS LTD.
KAHAN,KAHAN PACKAGING LIMITED
KAILASH,KAILASH AUTO FINANCE LTD.
KAIRA,KAIRA CAN CO.LTD.
VOLKAI,KAIROSOFT AI SOLUTIONS LIMITED
KACL,KAISER CORPORATION LIMITED
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED
KAJALSY,KAJAL SYNTHETICS & SILK MILLS
KAJARIACER,KAJARIA CERAMICS LTD.
KAKA,KAKA INDUSTRIES LIMITED
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUST
KAKTEX,KAKATIYA TEXTILES LTD.
KALIND,KALIND LIMITED
KALLAM,KALLAM TEXTILES LTD
KALPACOMME,KALPA COMMERCIAL LIMITED
KALPATARU,KALPATARU LIMITED
KPIL,KALPATARU PROJECTS INTERNATION
KALYANCAP,KALYAN CAPITALS LIMITED
KALYANKJIL,KALYAN JEWELLERS INDIA LIMITED
KALYANI,KALYANI CAST-TECH LIMITED
KALYANIFRG,KALYANI FORGE LTD.
KICL,KALYANI INVESTMENT COMPANY LTD
KSL,KALYANI STEELS LTD.
KAMAHOLD,KAMA HOLDINGS LIMITED
KAMADGIRI,KAMADGIRI FASHION LTD.
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.
KAMDHENU,KAMDHENU LIMITED
KAMOPAINTS,KAMDHENU VENTURES LIMITED
KANANIIND,KANANI INDUSTRIES LTD.
KANCHI,KANCHI KARPOORAM LTD.
KANCOTEA,KANCO TEA & INDUSTRIES LIMITED
KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.
KANELIND,KANEL INDUSTRIES LIMITED
KANISHK,KANISHK ALUMINIUM INDIA LIMITE
KANSHST,KANISHK STEEL INDUSTRIES LTD.
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES
KEIL,KANORIA ENERGY & INFRASTRUCTUR
KANPRPLA,KANPUR PLASTIPACK LTD.
KANSAINER,KANSAI NEROLAC PAINTS LTD.
KANUNGO,KANUNGO FINANCIERS LIMITED
KAPILRAJ,KAPIL RAJ FINANCE LTD.
KARANWO,KARAN WOO-SIN LTD.
KARBON,KARBONSTEEL ENGINEERING LIMITE
KARMAENG,KARMA ENERGY LTD.
KTKBANK,KARNATAKA BANK LTD.
KARNAVATI,KARNAVATI FINANCE LIMITED
KARNAWATI,KARNAWATI INNOVATION LIMITED
KCSL,KARNIMATA COLD STORAGE LTD
KARTKIN,KARTIK INVESTMENTS TRUST LTD.
KARURVYSYA,KARUR VYSYA BANK LTD.
KGL,KARUTURI GLOBAL LTD.
KASHYAP,KASHYAP TELE-MEDICINES LIMITED
KASTURI,KASTURI METAL COMPOSITE LIMITE
KATRSPG,KATARE SPINNING MILLS LTD.
KATIPATANG,KATI PATANG LIFESTYLE LIMITED
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVEL
KSCL,KAVERI SEED COMPANY LTD.
KAVDEFENCE,KAVVERI DEFENCE &AMP; WIRELESS
KAYPOWR,KAY POWER AND PAPER LTD.
KAYA,KAYA LIMITED
KAYCEEI,KAYCEE INDUSTRIES LTD.
KAYNES,KAYNES TECHNOLOGY INDIA LIMITE
KBSINDIA,KBS INDIA LIMITED
KCDGROUP,KCD INDUSTRIES INDIA LIMITED
KCLINFRA,KCL INFRA PROJECTS LIMITED
KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORA
KDLL,KD LEISURES LIMITED
KDDL,KDDL LTD.
KDJHRL,KDJ HOLIDAYSCAPES AND RESORTS
KEC,KEC INTERNATIONAL LTD.
KEDIACN,KEDIA CONSTRUCTION CO.LTD.
KEERTHI,KEERTHI INDUSTRIES LTD.
KEI,KEI INDUSTRIES LTD.
KELLTONTEC,KELLTON TECH SOLUTIONS LTD.
KELENRG,KELTECH ENERGIES LTD.
KEMISTAR,KEMISTAR CORPORATION LIMITED
KEMP,KEMP & COMPANY LTD.
KENFIN,KEN FINANCIAL SERVICES LTD.
KENGI,KENGOLD (INDIA) LTD.
KENNAMET,KENNAMETAL INDIA LTD.
KENRIK,KENRIK INDUSTRIES LIMITED
KENVI,KENVI JEWELS LIMITED
KERALAYUR,KERALA AYURVEDA LTD.
KERNEX,KERNEX MICROSYSTEMS (INDIA) LT
KESARENT,KESAR ENTERPRISES LTD.
KESAR,KESAR INDIA LIMITED
KESARPE,KESAR PETROPRODUCTS LTD.
KTIL,KESAR TERMINALS & INFRASTRUCTU
KESORAMIND,KESORAM INDUSTRIES LTD.
KETOMOTORS,KETO MOTORS LIMITED
KKCL,KEWAL KIRAN CLOTHING LTD.
KEYCORP,KEY CORP LTD.
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIM
RUSTOMJEE,KEYSTONE REALTORS LIMITED
KFINTECH,KFIN TECHNOLOGIES LIMITED
KGDENIM,KG DENIM LTD.
KGPETRO,KG PETROCHEM LTD.
KHADIM,KHADIM INDIA LIMITED
KHAITANLTD,KHAITAN (INDIA) LTD.
KHAICHEM,KHAITAN CHEMICALS & FERTILIZER
ZKHANDEN,KHANDELWAL EXTRACTION LTD.
KHANDSE,KHANDWALA SECURITIES LTD.
KHTRFIB,KHATOR FIBRE & FABRICS LTD.
KHAZANCHI,KHAZANCHI JEWELLERS LIMITED
KDML,KHEMANI DISTRIBUTORS & MARKETI
KHODAY,KHODAY INDIA LTD.
KHOOBSURAT,KHOOBSURAT LTD
KGVL,KHYATI GLOBAL VENTURES LIMITED
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN
KIAASA,KIAASA RETAIL LIMITED
KAJARIR,KIC METALIKS LTD.
KMSL,KIDS MEDICAL SYSTEMS LIMITED
KIDUJA,KIDUJA INDIA LTD.
KIFS,KIFS FINANCIAL SERVICES LTD.
KLBRENG-B,KILBURN ENGINEERING LTD.
KILBURN,KILBURN OFFICE AUTOMATION LTD.
KILITCH,KILITCH DRUGS (INDIA) LTD.
KIMIABL,KIMIA BIOSCIENCES LIMITED
KINETICENG,KINETIC ENGINEERING LTD.
KINETRU,KINETIC TRUST LTD.
KINGFA,KINGFA SCIENCE & TECHNOLOGY (I
KINGSINFR,KINGS INFRA VENTURES LIMITED
KIOCL,KIOCL LIMITED
KIRANPR,KIRAN PRINT-PACK LTD.
KIRANSY-B,KIRAN SYNTEX LTD.
KIRANVYPAR,KIRAN VYAPAR LTD
KIRIINDUS,KIRI INDUSTRIES LTD.
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.
KECL,KIRLOSKAR ELECTRIC COMPANY LTD
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES L
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.
KISAAN,KISAAN PARIVAR INDUSTRIES LIMI
KISAN,KISAN MOULDINGS LTD.
KITEX,KITEX GARMENTS LTD.
KIZI,KIZI APPARELS LIMITED
KJMCCORP,KJMC CORPORATE ADVISORS (INDIA
KJMCFIN,KJMC FINANCIAL SERVICES LTD.
KKSHL,KK SHAH HOSPITALS LIMITED
KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT
KKPLASTICK,KKALPANA PLASTICK LIMITED
KLGCAP,KLG CAPITAL SERVICES LTD.
KMCSHIL,KMC SPECIALITY HOSPITALS (INDI
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.
KMGMILK,KMG MILK FOOD LTD.
KMSMEDI,KMS MEDISURGI LIMITED
KMEW,KNOWLEDGE MARINE & ENGINEERING
KRT,KNOWLEDGE REALTY TRUST
KNRCON,KNR CONSTRUCTIONS LTD.
KOBO,KOBO BIOTECH LIMITED
KOHINOOR,KOHINOOR FOODS LTD.
KOKUYOCMLN,KOKUYO CAMLIN LTD.
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.
KOCL,KOME-ON COMMUNICATION LIMITED
KONARKSY,KONARK SYNTHETIC LTD.
KONNDOR,KONNDOR INDUSTRIES LIMITED
KOPRAN,KOPRAN LTD.
KOTAKBANK,KOTAK MAHINDRA BANK LTD.
KFBL,KOTHARI FERMENTATION & BIOCHEM
KOTIC,KOTHARI INDUSTRIAL CORPORATION
KOTHARIPRO,KOTHARI PRODUCTS LTD.
KEL,KOTIA ENTERPRISES LIMITED
KOTYARK,KOTYARK INDUSTRIES LIMITED
KOURA,KOURA FINE DIAMOND JEWELRY LIM
KOVAI,KOVAI MEDICAL CENTER & HOSPITA
ZKOVALIN,KOVALAM INVESTMENT & TRADING C
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU
KPGEL,KP GREEN ENGINEERING LIMITED
KPIGREEN,KPI GREEN ENERGY LIMITED
KPITTECH,KPIT TECHNOLOGIES LTD
KPT,KPT INDUSTRIES LIMITED
KRANTI,KRANTI INDUSTRIES LIMITED
KRBL,KRBL LTD.
KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIE
KREONFIN,KREON FINNANCIAL SERVICES LTD.
KRETTOSYS,KRETTO SYSCON LIMITED
KRIDHANINF,KRIDHAN INFRA LIMITED
KVFORGE,KRISHANVEER FORGE LIMITED
KRISHIVAL,KRISHIVAL FOODS LIMITED
KRISHNACAP,KRISHNA CAPITAL AND SECURITIES
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LI
KIMS,KRISHNA INSTITUTE OF MEDICAL S
KRISHNA,KRISHNA VENTURES LIMITED
KRITI,KRITI INDUSTRIES (INDIA) LTD.
KRITINUT,KRITI NUTRIENTS LTD
KRN,KRN HEAT EXCHANGER AND REFRIGE
KRONOX,KRONOX LAB SCIENCES LIMITED
KROSS,KROSS LIMITED
KRSNAA,KRSNAA DIAGNOSTICS LIMITED
KRUPALU,KRUPALU METALS LIMITED
KRYPTONQ,KRYPTON INDUSTRIES LTD.
KRYSTAL,KRYSTAL INTEGRATED SERVICES LI
KSSMART,KS SMART TECHNOLOGIES LIMITED
KSB,KSB LIMITED
KSE,KSE LTD.
KSHINTL,KSH INTERNATIONAL LIMITED
KSHITIJ,KSHITIZ INVESTMENT LTD.
KSK,KSK ENERGY VENTURES LTD.
KSLIND,KSL AND INDUSTRIES LTD.
KSOLVES,KSOLVES INDIA LIMITED
KSR,KSR FOOTWEAR LIMITED
KSERASERA,KSS LIMITED
KUANTUM,KUANTUM PAPERS LTD.
KUBERJI,KUBER UDYOG LIMITED
KGES,KUBERAN GLOBAL EDU SOLUTIONS L
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD
KUNDANMM,KUNDAN MINERALS AND METALS LIM
KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.
KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LT
KUSHIND,KUSH INDUSTRIES LIMITED
KUWERIN,KUWER INDUSTRIES LTD.
KVSCASTING,KVS CASTINGS LIMITED
KPL,KWALITY PHARMACEUTICALS LIMITE
KWIL,KWALITY WALLS (INDIA) LIMITED
LTF,L&T FINANCE LIMITED
LTTS,L&T TECHNOLOGY SERVICES LIMITE
LTELEVATOR,L. T. ELEVATOR LIMITED
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.
LKMEHTA,L.K.MEHTA POLYMERS LIMITED
LAOPALA,LA OPALA RG LTD.
LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI
LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITE
LACTOSE,LACTOSE (INDIA) LTD.
LAHL,LADAM AFFORTABLE HOUSING LIMIT
LADDERUP,LADDERUP FINANCE LTD.
LADDU,LADDU GOPAL ONLINE SERVICES LI
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.
LAHOTIOV,LAHOTI OVERSEAS LTD.
LAKESHORE,LAKE SHORE REALTY LIMITED
LAKHANI,LAKHANI INDIA LTD.
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS
LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.
LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LT
LAKPRE,LAKSHMI PRECISION SCREWS LTD.
LAMBODHARA,LAMBODHARA TEXTILES LTD.
LANCER,LANCER CONTAINER LINES LIMITED
LANCORHOL,LANCOR HOLDINGS LTD.
LANDMARC,LANDMARC LEISURE CORPORATION L
LANDMARK,LANDMARK CARS LIMITED
LGLL,LANDMARK GLOBAL LEARNING LIMIT
LPDC,LANDMARK PROPERTY DEVELOPMENT
LANDSMILL,LANDSMILL GREEN LIMITED
LT,LARSEN & TOUBRO LTD.
LASA,LASA SUPERGENERICS LIMITED
LADIAMO,LASER DIAMONDS LTD.
LASTMILE,LAST MILE ENTERPRISES LIMITED
LATENTVIEW,LATENT VIEW ANALYTICS LIMITED
LAURUSLABS,LAURUS LABS LIMITED
LAXMIDENTL,LAXMI DENTAL LIMITED
LAXMIINDIA,LAXMI INDIA FINANCE LIMITED
LXCHEM,LAXMI ORGANIC INDUSTRIES LIMIT
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI
LCCINFOTEC,LCC INFOTECH LTD.
LELAVOIR,LE LAVOIR LIMITED
IXIGO,LE TRAVENUES TECHNOLOGY LIMITE
LEADFIN,LEAD FINANCIAL SERVICES LTD.
LLFICL,LEADING LEASING FINANCE AND IN
LEENEE,LEE & NEE SOFTWARES (EXPORTS)
LEEL,LEEL ELECTRICALS LIMITED
THELEELA,LEELA PALACES HOTELS & RESORTS
LEHAR,LEHAR FOOTWEARS LIMITED
LEMONTREE,LEMON TREE HOTELS LIMITED
LENSKART,LENSKART SOLUTIONS LIMITED
VANDU,LEO DRYFRUITS & SPICES TRADING
LERTHAI,LERTHAI FINANCE LIMITED
LESHAIND,LESHA INDUSTRIES LTD.
LEX,LEX NIMBLE SOLUTIONS LIMITED
LEXORAA,LEXORAA INDUSTRIES LIMITED
LGEINDIA,LG ELECTRONICS INDIA LIMITED
LGBFORGE,LGB FORGE LTD.
LGT,LGT BUSINESS CONNEXTIONS LIMIT
LIBERTSHOE,LIBERTY SHOES LTD.
LIBORDFIN,LIBORD FINANCE LTD
LIBORD,LIBORD SECURITIES LTD.
LICHSGFIN,LIC HOUSING FINANCE LTD.
LICI,LIFE INSURANCE CORPORATION OF
LIKHAMI,LIKHAMI CONSULTING LIMITED
LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITE
LIMECHM,LIME CHEMICALS LTD.
LINAKS,LINAKS MICROELECTRONICS LTD.
LINC,LINC LIMITED
LINCOLN,LINCOLN PHARMACEUTICALS LTD.
LINDEINDIA,LINDE INDIA LIMITED
LINKPH,LINK PHARMA CHEM LTD.
LINKSONI,LINKSON INTERNATIONAL LTD.
LIPPISYS,LIPPI SYSTEMS LTD.
LKPFIN,LKP FINANCE LIMITED
LKPSEC,LKP SECURITIES LIMITED
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMIT
LLOYDSENT,LLOYDS ENTERPRISES LIMITED
LLOYDSME,LLOYDS METALS AND ENERGY LTD.
LMW,LMW LIMITED
LODHA,LODHA DEVELOPERS LIMITED
LOGICA,LOGICA INFOWAY LIMITED
LOGICIEL,LOGICIEL SOLUTIONS LIMITED
LOKESHMACH,LOKESH MACHINES LTD.
LONGSPUR,LONGSPUR INTERNATIONAL VENTURE
LONTE,LONGVIEW TEA COMPANY LTD.
LOOKS,LOOKS HEALTH SERVICES LIMITED
LORDSCHLO,LORDS CHLORO ALKALI LTD.
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED
LORDSMARK,LORDS MARK INDUSTRIES LIMITED
LAL,LORENZINI APPARELS LIMITED
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.
LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITU
LOVABLE,LOVABLE LINGERIE LTD.
LOYAL,LOYAL EQUIPMENTS LIMITED
LOYALTEX,LOYAL TEXTILE MILLS LTD.
LSIND,LS INDUSTRIES LTD.
LTFOODS,LT FOODS LTD.
LTM,LTM LIMITED
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.
LUMAXIND,LUMAX INDUSTRIES LTD.
LUPIN,LUPIN LTD.
LUXIND,LUX INDUSTRIES LIMITED
LUXURY,LUXURY TIME LIMITED
LWSKNIT,LWS KNITWEAR LTD.
LYKALABS,LYKA LABS LTD.
LYKISLTD,LYKIS LIMITED
LYNMC,LYNX MACHINERY & COMMERCIALS L
LYONSCO,LYONS CORPORATE MARKET LTD.
LYPSAGEMS,LYPSA GEMS & JEWELLERY LTD
MBEL,M & B ENGINEERING LIMITED
MLINDLTD,M LAKHAMSI INDUSTRIES LIMITED
MPKSTEELS,M P K STEELS (I) LIMITED
MKEXIM,M. K. EXIM (INDIA) LTD.
MKPL,M.K.PROTEINS LIMITED
MMFL,M.M.FORGINGS LTD.
MPAGI,M.P.AGRO INDUSTRIES LTD.
MAAJTL,MAA JAGDAMBE TRADELINKS LIMITE
MAAGHADV,MAAGH ADVERTISING AND MARKETIN
MAANALU,MAAN ALUMINIUM LTD.
MCCHRLS-B,MAC CHARLES (INDIA) LTD.
MACH,MAC HOTELS LIMITED
ROBU,MACFOS LIMITED
MCEL,MACH CONFERENCES AND EVENTS LI
MACIND,MACHHAR INDUSTRIES LIMITED
MACPLASQ,MACHINO PLASTICS LTD.
MADALA,MADALA HOLDINGS LIMITED
MADHAVIPL,MADHAV INFRA PROJECTS LIMITED
MADHAV,MADHAV MARBLES & GRANITES LTD.
MADHUCON,MADHUCON PROJECTS LTD.
MADHURIND,MADHUR INDUSTRIES LTD.
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.
MADHUSE,MADHUSUDAN SECURITIES LTD.
MADRASFERT,MADRAS FERTILIZER LIMITED
METSL,MAESTROS ELECTRONICS & TELECOM
MAFATIND,MAFATLAL INDUSTRIES LTD.
MAFLU,MAFATLAL LUBRICANTS LTD.
MAFIA,MAFIA TRENDS LIMITED
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED
MCLOUD,MAGELLANIC CLOUD LIMITED
MAGENTA,MAGENTA LIFECARE LIMITED
MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.
MAGANTR,MAGNANIMOUS TRADE & FINANCE LT
MAGNUM,MAGNUM VENTURES LTD.
MAGNUS,MAGNUS STEEL AND INFRA LIMITED
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION
MFML,MAHALAXMI FABRIC MILLS LIMITED
MHLXMIRU,MAHALAXMI RUBTECH LTD.
MAHALXSE,MAHALAXMI SEAMLESS LTD.
MAHALIFE,MAHAMAYA LIFESCIENCES LIMITED
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.
MAHANIN,MAHAN INDUSTRIES LTD.
MGL,MAHANAGAR GAS LIMITED
MTNL,MAHANAGAR TELEPHONE NIGAM LTD.
MAHACORP,MAHARASHTRA CORPORATION LTD.
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.
MHSGRMS,MAHASAGAR TRAVELS LTD.
MAHSHRE,MAHASHREE TRADING LTD.
MAHAVEER,MAHAVEER INFOWAY LIMITED
MAHAVIRIND,MAHAVIR INDUSTRIES LIMITED
MAHESH,MAHESH DEVELOPERS LIMITED
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL
M&M,MAHINDRA & MAHINDRA LTD.
MAHEPC,MAHINDRA EPC IRRIGATION LIMITE
MHRIL,MAHINDRA HOLIDAYS & RESORTS IN
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS
MAHLOG,MAHINDRA LOGISTICS LIMITED
MAHIP,MAHIP INDUSTRIES LIMITED
MAIDEN,MAIDEN FORGINGS LIMITED
MAITHANALL,MAITHAN ALLOYS LTD.
MAITRI,MAITRI ENTERPRISES LIMITED
MAJESAUT,MAJESTIC AUTO LTD.
MRSS,MAJESTIC RESEARCH SERVICES AND
MAKERSL,MAKERS LABORATORIES LTD.
MALLCOM,MALLCOM (INDIA) LTD.
MALPANI,MALPANI PIPES AND FITTINGS LIM
MALUPAPER,MALU PAPER MILLS LTD.
MAMATA,MAMATA MACHINERY LIMITED
MANINDS,MAN INDUSTRIES (INDIA) LTD.
MANINFRA,MAN INFRACONSTRUCTION LTD.
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LTD
MANAKCOAT,MANAKSIA COATED METALS & INDUS
MANAKSIA,MANAKSIA LTD.
MANAKSTEEL,MANAKSIA STEELS LIMITED
MANALIPETC,MANALI PETROCHEMICAL LTD.
MANAPPURAM,MANAPPURAM FINANCE LTD
MANAS,MANAS PROPERTIES LIMITED
MANBA,MANBA FINANCE LIMITED
MANBRO,MANBRO INDUSTRIES LIMITED
MANGALCOMP,MANGAL COMPUSOLUTION LIMITED
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.
MEIL,MANGAL ELECTRICAL INDUSTRIES L
MANGLMCEM,MANGALAM CEMENT LTD.
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.
MGEL,MANGALAM GLOBAL ENTERPRISE LIM
MANGIND,MANGALAM INDUSTRIAL FINANCE LT
MANORG,MANGALAM ORGANICS LIMITED
MSL,MANGALAM SEEDS LIMITED
MRPL,MANGALORE REFINERY & PETROCHEM
MNPLFIN,MANIPAL FINANCE CORPORATION LT
MANJEERA,MANJEERA CONSTRUCTIONS LTD.
MANKIND,MANKIND PHARMA LIMITED
MCPL,MANOJ CERAMIC LIMITED
MANOJJEWEL,MANOJ JEWELLERS LIMITED
MVGJL,MANOJ VAIBHAV GEMS 'N' JEWELLE
MANOMAY,MANOMAY TEX INDIA LIMITED
MANORAMA,MANORAMA INDUSTRIES LIMITED
MANRAJH,MANRAJ HOUSING FINANCE LTD.
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.
ZMANSOON,MANSOON TRADING CO.LTD.
MANTRA,MANTRA CAPITAL LIMITED
MANUGRAPH,MANUGRAPH INDIA LTD.
MIT,MAPLE INFRASTRUCTURE TRUST
MAPROIN,MAPRO INDUSTRIES LTD.
MARALOVER,MARAL OVERSEAS LTD.
MARATHON,MARATHON NEXTGEN REALTY LTD.
MARBLE,MARBLE CITY INDIA LIMITED
MARCLOIRE,MARC LOIRE FASHIONS LIMITED
MSCTC,MARDIA SAMYOUNG CAPILLARY TUBE
MARG,MARG LTD.
MTPL,MARG TECHNO PROJECTS LIMITED
MARGOFIN,MARGO FINANCE LIMITED
MARICO,MARICO LTD.
MARIS,MARIS SPINNERS LTD.
MKTCREAT,MARKET CREATORS LTD.
MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGI
MARKSANS,MARKSANS PHARMA LTD.
MRMGAST,MARMAGOA STEELS LTD.
MARSONS,MARSONS LIMITED
MARBU,MARTIN BURN LTD.
MGIL,MARUTI GLOBAL INDUSTRIES LIMIT
MAINFRA,MARUTI INFRASTRUCTURE LTD.
SPITZE,MARUTI INTERIOR PRODUCTS LIMIT
MARUTI,MARUTI SUZUKI INDIA LTD.
MASFIN,MAS FINANCIAL SERVICES LIMITED
MASTEK,MASTEK LTD.
MASCH,MASTER CHEMICALS LTD.
MASTERTR,MASTER TRUST LTD.
MATHEWE,MATHEW EASOW RESEARCH SECURITI
MATRIMONY,MATRIMONY.COM LIMITED
MUL,MAURIA UDYOG LIMITED
MAWANASUG,MAWANA SUGARS LTD.
MASL,MAX ALERT SYSTEMS LTD.
MAXESTATES,MAX ESTATES LIMITED
MFSL,MAX FINANCIAL SERVICES LIMITED
MAXHEALTH,MAX HEALTHCARE INSTITUTE LIMIT
MAXHEIGHTS,MAX HEIGHTS INFRASTUCTURE LTD
MAXIND,MAX INDIA LIMITED
MAXGROW,MAXGROW INDIA LIMITED
MAXIMAA,MAXIMAA SYSTEMS LTD.
MAXIMUS,MAXIMUS INTERNATIONAL LIMITED
MCFL,MAYANK CATTLE FOOD LIMITED
MAYURFL,MAYUR FLOORINGS LTD.
MAYUR,MAYUR LEATHER PRODUCTS LTD.
MAYURUNIQ,MAYUR UNIQUOTERS LTD.
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMI
MAZDA,MAZDA LTD.
MBLINFRA,MBL INFRASTRUCTURE LTD
MCDHOLDING,MCDOWELL HOLDINGS LTD.
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.
MBECL,MCNALLY BHARAT ENGINEERING COM
MEDIASSIST,MEDI ASSIST HEALTHCARE SERVICE
MEDICAPQ,MEDI-CAPS LTD.
MMWL,MEDIA MATRIX WORLDWIDE LTD.
MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT
MEDICAMEQ,MEDICAMEN BIOTECH LTD.
MIL,MEDICO INTERCONTINENTAL LIMITE
MEDICO,MEDICO REMEDIES LIMITED
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITE
MEENST,MEENAKSHI STEEL INDUSTRIES LTD
MEERA,MEERA INDUSTRIES LIMITED
MEESHO,MEESHO LIMITED
